text;labels
apakahkamuakanmenyelenggarakanacarapergimejaulelangsebentarlagi;Apakah kamu akan menyelenggarakan acara pergi meja lelang sebentar lagi?
terimakasihbanyakakumemintabantuanmuuntukmenemukandokteranak;Terima kasih banyak, aku meminta bantuanmu untuk menemukan dokter anak.
terimakasihataswaktudanbantuankamuakuhargaidengantulus;Terima kasih atas waktu dan bantuan kamu, aku hargai dengan tulus.
apakahkamuberencanakepestaulehseorangtemanbaikkumalamini;Apakah kamu berencana ke pesta oleh seorang teman baik ku malam ini?
bisakahakumintabantuanmuuntukmemperbaikikomputerku;Bisakah aku minta bantuanmu untuk memperbaiki komputerku?
haysebelumnyamaukahkamumemberikankusaranhotelbagusdiarea;Hai sebelumnya, maukah kamu memberikanku saran hotel bagus di area?
apaadatayangakanandiperbaruidalamkebijakanperusahaankamu;Apa adatayang akan andiperbarui dalam kebijakan perusahaan kamu?
jangankauingatkanakusakitkalauakutidakmendapatkanundangan;Jangan kau ingatkan aku sakit kalau aku tidak mendapatkan undangan.
maafapakahkamumembantuakumencarikantempatparkiryangkosong;Maaf, apakah kamu membantu aku mencari tempat parkir yang kosong?
bisakahkamuajakakuuntukmakanmalamdiwarungfavoritkita;Bisakah kamu ajak aku untuk makan malam di warung favorit kita?
apakahkamubisabertemusebentarlagiuntukdiskusimasalahini;Apakah kamu bisa bertemu sebentar lagi untuk diskusi masalah ini?
jangankhawatirakuanakbersediauntukmenggantikanposisimu;Jangan khawatir, aku anak bersedia untuk menggantikan posisimu.
hayapakahbukusudahakukembalikandiperpusatasebentarlagi;Hai, apakah buku sudah aku kembalikan di perpustakaan sebentar lagi?
bisakahkamuajakakusebentarmengunjungikotamalamini;Bisakah kamu ajak aku sebentar mengunjungi kota malam ini?
terimakasihatasbantuankamumemberikanpendapatmubagiku;Terima kasih atas bantuan kamu memberikan pendapatmu bagiku.
apakahakuberbicaradengankamutentangrencanaacarakamubesar;Apakah aku berbicara dengan kamu tentang rencana acara ku besar?
jangankaujanganberitahuarahasiakamukepadasiapapun;Jangan kau jangan beritahua rahasia kamu kepadasiapapun.
haysebelumnyaterimakasihbanyakatasaluraninformasimu;Hai sebelumnya, terima kasih banyak atas aluran informasimu.
bisakahakumenyewabukuterkaitdenganpengembanganpribadiini;Bisakah aku menyewa buku terkait dengan pengembangan pribadi ini?
apakahkamumembantukumengaturjadwalpertemuanminggudepan;Apakah kamu membantu ku mengatur jadwal pertemuan minggu depan?
terimakasihbanyakakuapresiasibantuanmuluntukproyekkami;Terima kasih banyak, aku apresiasi bantuanmu untuk proyek kami.
hayapakahkamuberencanakekonserbandterkenalminggudepan;Hai, apakah kamu berencana ke konser band terkenal minggu depan.
haidengankumengunjungikantorteman-temansekolahkitalagi;Hai, denganku mengunjungi kantor teman-teman sekolah kita lagi.
maafapakahkamumauikutbersamakudalammembelijajanini;Maaf, apakah kamu mau ikut bersama aku dalam membeli jajan ini?
bisakahkamumengantarkumencaritempatmakanterkenaldisin;Bisakah kamu mengantarku mencari tempat makan terkenal di sini?
terimakasihbanyakakukamumembantusayamengerjakantugasku;Terima kasih banyak, aku kamu membantu saya mengerjakan tugas ku.
apaakamusukaikutbermainbolabasketdengankamudiakseselanjutnya;Apa kamu suka ikut bermain bola basket dengan kamu di akses selanjutnya?
jangankaukhawatirakumembantukukonfirmasikanjadwalpertemuanbesok;Jangan kau khawatir, aku membantu ku konfirmasikan jadwal pertemuan besok.
bisakahkamumengirimkankumateripelajaranyangkamudapatkankemarin;Bisakah kamu mengirimkan ku materi pelajaran yang kamu dapatkan kemarin?
hayapakabarapakahkamumemilikikuotainternetyangbisaakugunakandi;Hai, apa kabar? Apakah kamu memiliki kuota internet yang bisa aku gunakan di sini?
apakahkamumemilikikosongrumahyangbisakusewasebentarwaktulu;Apakah kamu memiliki kosong rumah yang bisa ku sewa sebentar waktu lu?
maafakumintadoakamuapakahakudapatmeluluskanujianbesokini;Maaf aku minta doa kamu, apakah aku dapat meluluskan ujian besok ini?
bisakahkamumembantukucaritempatparkirterdekatdimallini;Bisakah kamu membantu ku cari tempat parkir terdekat di mall ini?
apakahkamumauikutanmakanmalamdenganjumlahorangtahunterbatas;Apakah kamu mau ikutan makan malam dengan jumlah orang terbatas?
terimakasihbanyakakumintakirimmakannyauntuksegeradirumah;Terima kasih banyak, aku minta kamu makannya untuk segera di rumah.
hayapakabarkawan-kawandiapaadaberitatentangsekolahkamutersebut;Hai, apa kabar kawan-kawan di sana? Apa ada berita tentang sekolah kamu tersebut?
bisakahkamumemberikankukusarankursiterbaikuntukperjalananliburanku;Bisakah kamu memberikan ku saran kursi terbaik untuk perjalanan liburanku?
maafapakahakumintaizinkamuuntukmembantudalammembersihkanrumahini;Maaf, apakah aku minta izin kamu untuk membantu dalam membersihkan rumah ini?
apakahkamumemilikirekomendasitempatbelanjayangmenjualpakaianbagus;Apakah kamu memiliki rekomendasi tempat belanja yang menjual pakaian bagus?
janganlupamenanyakanpandangankumengenaiperjalananakantahunini;Jangan lupa menanyakan pandangan ku mengenai perjalanan anak tahun ini.
haymaafapakahkamuakanmembantukumencaritempattiduruntukmalamini;Hai, maaf, apakah kamu akan membantu ku mencari tempat tidur untuk malam ini?
bisakahkamumengirimkankusanterjadwalpertandinganterbarutimfavoritku;Bisakah kamu mengirimkan ku jadwal pertandingan terbaru tim favoritku?
assalamualaikumselamatpagimbahapemilikrumah;Assalamualaikum, selamat pagi mbah, apemilik rumah.
maafsebelumnyaperiksakahkamukalauadakekurangandalamuangsebanyakini;Maaf sebelumnya, periksa kah kamu kalau ada kekurangan dalam uang sebanyak ini?
apakahkamuakanmembantuakumemindahkankotakberatini;Apakah kamu akan membantu aku memindahkan kotak berat ini?
hayapakahkamuakanmenemanisayakesebalikancitrahotelini;Hai, apakah kamu akan menemani saya ke sebalik an citra hotel ini?
bisakahakumemintabantuanmusebentaruntukmengambilbarangdarimobilini;Bisakah aku minta bantuanmu sebentar untuk mengambil barang dari mobil ini?
jangankhawatirakusudahmencatatpendapatmuuntukdiperhatikankemudian;Jangan khawatir, aku sudah mencatat pendapatmu untuk diperhatikan kemudian.
terimakasihbanyakperhatiandanbantuankamudiwaktuyangsulitini;Terima kasih banyak perhatian dan bantuan kamu di waktu yang sulit ini.
bisakahkamumemberikankurekomendasitentangfilmseruberkualitasterbaik;Bisakah kamu memberikan rekomendasi tentang film seru berkualitas terbaik?
apakahakubisaberbicarakadengantuanpembimbingkutentangtugasakhirku;Apakah aku bisa berbicara ka dengan tuan pembimbingku tentang tugas akhirku?
hayterimakasihbanyakatasundangankoperasikuuntukmalamini;Hai, terima kasih banyak atas undangan koperasiku untuk malam ini.
bisakahakumembelisebuahtiketperjalananreturkejakartapadabulandepan;Bisakah aku membeli sebuah tiket perjalanan retur ke Jakarta pada bulan depan?
maafakusudahtelatkirimkankeranjangbungayangkauinginkan;Maaf, aku sudah telat kirimkan keranjang bunga yang kau inginkan.
apakahkamubisamengantikanposisikuuntukpertemuanbesok;Apakah kamu bisa menggantikan posisiku untuk pertemuan besok?
haybukucaramenjadikanmimpiinimenjadikenyataan;Hai buku, cara menjadikan mimpi ini menjadi kenyataan?
apakahkamumemilikirekomendasiuntukmakananenakdikotaini;Apakah kamu memiliki rekomendasi untuk makanan enak di kota ini?
maafakusudahmenggangguwaktusantaimuuntukhalkecilini;Maaf, aku sudah mengganggu waktu santaimu untuk hal kecil ini.
bisakahkamumembantuakumencarikaninformasitentangkonferensiyangakanada;Bisakah kamu membantu aku mencarikan informasi tentang konferensi yang akan ada?
hayakupunyabukutentangperjalananeksotisduniaapakahkamuinteres;Hai, aku punya buku tentang perjalanan eksotis dunia, apakah kamu tertarik?
apakahkamumemilikitemanbisafinichatdengansaatini;Apakah kamu memiliki teman bisa finichat dengan saat ini?
terimakasihbanyakakuakandatangkembaliuntukmenontonpertunjukanmusikalini;Terima kasih banyak, aku akan datang kembali untuk menonton pertunjukan musikal ini.
apakabarapakahkamuakanpergikepesta?;Apa kabar? Apakah kamu akan pergi ke pesta?
bagaimanacaramenggantipasswordakundisini?;Bagaimana cara mengganti password akun di sini?
bisakahkamumenjelaskankembaliinstruksikereninisebentar?;Bisakah kamu menjelaskan kembali instruksi keren ini sebentar?
maafkumintaandapatmeminjamujiansayadisini.;Maaf, aku minta kamu dapat meminjamkan ujian saya di sini.
hayjangankhawatirakusudahbukantempatdudukmu.;Hai, jangan khawatir, aku sudah bukan tempat dudukmu.
apakahkamuakandatangkeacarapresentasiku?;Apakah kamu akan datang ke acara presentasiku?
jangankhawatirakuberadadisiniuntukmu.;Jangan khawatir, aku berada di sini untukmu.
bisakahkamuajakakumengunjungitokobukudisinikah?;Bisakah kamu ajak aku mengunjungi toko buku di sinikah?
apakamuakuberbisikkepadakuapaasangatkangenpadamu.;Apa kamu aku bisik kepadaku apa sangat kangen padamu.
terimakasihatasbantuanmuakusangatmenghargainya.;Terima kasih atas bantuanmu, aku sangat menghargainya.
hayapakamutahukapanpulangkekampunghalamanku?;Hai, apakah kamu tahu kapan pulang ke kampung halamanku?
apakahkamuharapankudapatmenemanidiantarakekonserini?;Apakah kamu harapanku dapat menemani di antara ke konser ini?
maafakumintatolongbisakahkamuajarkankemenciptakanwebsite?;Maaf aku minta tolong, bisakah kamu ajarkan kembali menciptakan website?
terimakasihakumintabantuanmuuntukmemperbaikikanunkuatku.;Terima kasih aku minta bantuanmu untuk memperbaiki kanunku atku.
haybisakahkamuajakakuberjalan-jalandikawasanini?;Hai, bisakah kamu ajak aku berjalan-jalan di kawasan ini?
apakahkamumengetahuitentangberitatentangkesehataninisekarang?;Apakah kamu mengetahui tentang berita tentang kesehatan ini sekarang?
maafbisakahakumintabantuanmuuntukmemilihkadoistimewaku?;Maaf, bisakah aku minta bantuanmu untuk memilih kado istimewaku?
hayapakahkamuakutahucaramemperbaikibateraimobilkami?;Hai, apakah kamu aku tahu cara memperbaiki baterai mobil kami?
apakamuakubisamemintasalammuuntukpemotretanini;Apa kamu aku bisa meminta salammu untuk pemotretan ini?
terimakasihbisakahakumintapendapatkamuuntukidebisnisku;Terima kasih, bisakah aku minta pendapatmu untuk ide bisnisku?
bisakahakumeminjampenyediarahasiaandasesaatlagi;Bisakah aku meminjam penyediarahasia anda sesaat lagi?
terimakasihatasbantuanmuakusebagaipendatangbaru;Terima kasih atas bantuanmu aku sebagai pendatang baru.
apakahkamumauikutkepertandingansepakbolabersamaaku;Apakah kamu mau ikut ke pertandingan sepak bola bersama aku?
hayapakahkauinginberjalan-jalanmenjelajahkotadenganku;Hai, apakah kau ingin berjalan-jalan menjelajah kota dengan ku?
apakahbukuseudahdikembalikankesekolahsebentarlagi;Apakah buku sudah dikembalikan ke sekolah sebentar lagi?
jangantinggalkandakuakumencintaimudanbutuhkamu;Jangan tinggalkan aku, aku mencintaimu dan butuh kamu.
apakahkamumemilikitempattidurdankamarkostterbuka;Apakah kamu memiliki tempat tidur dan kamar kos terbuka?
bisakahakumemintamakananspesialuntukperayaanini;Bisakah aku meminta makanan spesial untuk perayaan ini?
terimakasihbanyakatasdukungandankepercayaanmu;Terima kasih banyak atas dukungan dan kepercayaanmu.
maafapakahakudapatbersenang-senangbersamamu;Maaf, apakah aku dapat bersenang-senang bersamamu?
bisakahkamumembantusayamencariketelurgorengyangenak;Bisakah kamu membantu saya mencari telur goreng yang enak?
apakahkamutahumengenaitempatbelanjaterdekatdiarea;Apakah kamu tahu mengenai tempat belanja terdekat di area?
jangankhawatirakumenyenangkanmerencanakunjunganku;Jangan khawatir, aku menyenangkan merencanakan kunjunganku.
bisakahkamumengajarkankuilmulharyanglebihrumit;Bisakah kamu mengajarkan ilmu lharyang lebih rumit?
apakahakudapatmengajukanpertanyaanterkaitproseskerja;Apakah aku dapat mengajukan pertanyaan terkait proses kerja?
haytemanakusudahlamaakutidakmelihatmu;Hai, teman aku sudah lama aku tidak melihatmu.
bisakahkamumembantusayamemilihkadoyangsesuai;Bisakah kamu membantu saya memilih kado yang sesuai?
apakahkamubisamenjelaskankembalialasankeberadaanmu;Apakah kamu bisa menjelaskan kembali alasan keberadaanmu?
janganlupamenanyakanterkaitpersyaratandanaturankampus;Jangan lupamenanyakan terkait persyaratan dan aturan kampus.
haysebelumnyaterimakasihataswaktudanperhatianmu;Hai sebelumnya, terima kasih atas waktu dan perhatianmu.
janganlupatidurcukupuntukmenjagakesehatantubuhmu;Jangan lupa tidur cukup untuk menjaga kesehatan tubuhmu.
bisakahkamumembantukuselamatkandokumenpentingyangtersimpandikomputerku;Bisakah kamu membantu ku selamatkan dokumen penting yang tersimpan di komputerku?
apakahkamuterlibatdalamberagammusikatauinstrumentalisasi;Apakah kamu terlibat dalam beragam musik atau instrumentalisasi?
terimakasihatasbantuanmuuntukmengaturacaraperingatanhutankami;Terima kasih atas bantuanmu untuk mengatur acara peringatan ulang tahun kami.
haysudahkahkamumakanmakananpagihariinisebelumberaktivitas;Hai, sudahkah kamu makan makanan pagi hari ini sebelum beraktivitas?
jangantinggalkantiketparkirmu,akanrumahsakitpunyangtelahkulakukak;Jangan tinggalkan tiket parkirmu, akan rumah sakit pun yang telah ku lakukan kak.
apakahakutahumengenaipenyewaanmobiluntukperjalananakuhariinikota;Apakah aku tahu mengenai penyewaan mobil untuk perjalanan aku hari ini kota?
bolehkahakuberkonsultasidenganmuuntukmasalahpribadiku;Bolehkah aku berkonsultasi denganmu untuk masalah pribadiku?
bisakahkamumemandukukedokteruntukperiksamandirikukesehatanku;Bisakah kamu memanduku ke dokter untuk pemeriksaan mandiri ku kesehatan ku?
maafapakahkamumelihatbukukuterakhirinisetelahkulengahkubawakankembali;Maaf, apakah kamu melihat buku ku terakhir ini setelah ku lengah ku bawa kembali?
bisakahkamumembantukukonfirmasikanjadwalpertemuandengandosenkamu;Bisakah kamu membantu ku konfirmasikan jadwal pertemuan dengan dosen kamu?
jangankhawatirakusudahmencarikantempatmakanterbaikdisekitarkita;Jangan khawatir, aku sudah mencarikan tempat makan terbaik di sekitar kita.
apakahkamumauikutdalamkegiatanekskulmusetelahselesaipelajaran;Apakah kamu mau ikut dalam kegiatan ekstrakurikuler ku setelah selesai pelajaran?
hayapakahkamumelihatkerampokberlarianakunamajalanitu;Hai, apakah kamu melihat kerampok berlarian aku naik jalan itu?
bisakahkamuajakakupergiuntukmenikmatiwaktubersamakamudiwarnet;Bisakah kamu ajak aku pergi untuk menikmati waktu bersama kamu di warnet?
maafapakahakubisameminjampulpenataskamarbelakangkamu;Maaf, apakah aku bisa meminjam pulpen tasmu di kamar belakang kamu?
jangankautinggalkandokumenpentingsebaranyaguntukmenghindarikerugian;Jangan kau tinggalkan dokumen penting sebaranyag un tuk menghindari kerugian.
hayakamuterlibatdalamberbagaikegiatanorganisasidikampusini;Hai, kamu terlibat dalam berbagai kegiatan organisasi di kampus ini.
bisakahakumencaritutorkematematikadisekitarkampuskami;Bisakah aku mencari tutor ke matematika di sekitar kampus kami?
maafapakahakudapatmengganggumusaatkamusedangmembacadibukuku;Maaf, apakah aku dapat mengganggu kamu saat kamu sedang membaca di bukuku.
hayakamubisamembawakumobilkeworkshopagarbisasegeradiatasisana;Hai, kamu bisa membawa ku mobil ke workshop agar bisa segera diatasi sana.
beritaterkini:kecelakaantunggaldiperjalananantarikotadiakibatkanmacetpanjang;Berita terkini: Kecelakaan tunggal di perjalanan antar kota diakibatkan macet panjang.
apakahkamumauikutkumpulandaritemankutentangrencanaperjalananakhirpekanini;Apakah kamu mau ikut kumpulan dari teman ku tentang rencana perjalanan akhir pekan ini?
tanyakanpadapaksekolahberapapembayaranbulanananakandikantinsekolah;Tanyakan pada pak sekolah berapa pembayaran bulanan anak di kantin sekolah.
bisakahkamumembantusayamenemukanpakaianrenangterbaikdilokalselainin;Bisakah kamu membantu saya menemukan pakaian renang terbaik di lokal selain ini?
beritainibagussiswa-siswasekolahberpartisipasidalampelaksanaanprogramlingkungan;Berita ini bagus, siswa-siswa sekolah berpartisipasi dalam pelaksanaan program lingkungan.
tanyakanpadatemankampusapakahdiaakanmengikutiworkshopmenulis;Tanyakan pada teman kampus, apakah dia akan mengikuti workshop menulis?
bisakahkamumemberikansaranrekomendasikafeunikdilokalmalamini;Bisakah kamu memberikan saran rekomendasi kafe unik di lokal malam ini?
apakahkamutahudariberitapentingtentangperubahanjadwalpertandinganfutsal;Apakah kamu tahu dari berita penting tentang perubahan jadwal pertandingan futsal?
tanyakankepadadokterspesialisapakahoperasipengangkatanapendixmembutuhkantindaklanjut;Tanyakan kepada dokter spesialis, apakah operasi pengangkatan apendiks membutuhkan tindak lanjut?
beritainibanyakmembahasistilahbahasadanperkembanganbahasa;Berita ini banyak membahas istilah bahasa dan perkembangan bahasa.
tanyakanpadaatletapakahmerekatelahberlatihkemarin;Tanyakan pada atlet, apakah mereka telah berlatih kemarin?
apakahkamubisamengantarkanpaketpesanandaripesananonlineinikantorpos;Apakah kamu bisa mengantarkan paket pesanan dari pesanan online ini ke kantor pos?
tanyakanpadatemanmuapakahdiamemberikantipsbelanjapintar;Tanyakan pada temanmu, apakah dia memberikan tips belanja pintar?
beritapopulerdiberitakantentangperampokankasbankterbesardiwilayahini;Berita populer diberitakan tentang perampokan kas bank terbesar di wilayah ini.
apakahkamumauikutsertadalampelaksanaanproyeksiswasiswiinikampus;Apakah kamu mau ikut serta dalam pelaksanaan proyek siswa-siswi ini kampus?
tanyakankepadaustadapakahkamudapatmendapatkanbukupanduandanmotivasiislam;Tanyakan pada ustadz, apakah kamu dapat mendapatkan buku panduan dan motivasi Islam?
beritaterkinimerupakanhasilpenelitiandariperistiwakebakaranhebatdiwilayahini;Berita terkini merupakan hasil penelitian dari peristiwa kebakaran hebat di wilayah ini.
apakahkamuakandatangkepestaundanganpernikahanku;Apakah kamu akan datang ke pesta undangan pernikahanku?
tanyakankepadapengacaraseminarapakahkamubisamengajukanpertanyaandisana;Tanyakan pada pengacara seminar, apakah kamu bisa mengajukan pertanyaan di sana?
